会社名,事業所コード,施設名,指定番号,郵便番号,開設日,住所,開設年数,住所（建物名）,建物構造,電話番号,建物階数,FAX番号,居室数,フリーダイヤル,内SS数,メールアドレス,定員数,URL,サービス種類,サービス有効期限,土地所有区分,敷地面積（㎡数）,敷地面積（坪数）,敷地内駐車場台数,購入金額,坪単価,家賃,契約期間,自動更新の有無,契約年数,土地備考,土地管理会社名,土地管理会社郵便番号,土地管理会社住所,土地管理会社住所（建物名）,土地管理会社電話番号,土地管理会社FAX番号,土地管理会社メールアドレス,土地管理会社URL,土地管理会社備考,土地オーナー氏名,土地オーナー郵便番号,土地オーナー住所,土地オーナー住所（建物名）,土地オーナー電話番号,土地オーナーFAX番号,土地オーナーメールアドレス,土地オーナーURL,土地オーナー備考,建物所有区分,建築面積（㎡数）,建築面積（坪数）,竣工日,延床面積（㎡数）,延べ床面積（坪数）,築年数,建築費用,坪単価,耐用年数,建設協力金,建物家賃,建物契約年数,建物契約開始日,建物契約終了日,建物自動更新の有無,施工会社,施工会社連絡先,定期調査会社,調査日,建物備考,建物管理会社名,建物管理会社電話番号,建物管理会社メールアドレス,建物オーナー氏名,建物オーナー電話番号,建物オーナーメールアドレス,電力会社,電気保安管理業者,電気保守点検実施日,PAS有無,PAS更新年月日,キュービクル有無,キュービクルメーカー,キュービクル年式,非常用発電機有無,非常用発電機メーカー,非常用発電機年式,電気設備備考,水道契約会社,受水槽清掃業者,受水槽清掃実施日,浴槽循環方式,ろ過器設置の有無,ろ過器メーカー,ろ過器年式,受水槽設置の有無,受水槽メーカー,受水槽年式,加圧ポンプメーカー,加圧ポンプ年式,浄化槽設置の有無,浄化槽メーカー,浄化槽年式,浄化槽点検・清掃業者,浄化槽点検・清掃実施日,レジオネラ検査実施日,レジオネラ検査結果（初回）,レジオネラ検査結果（2回目）,水道設備備考,ガス会社,ガス保安管理業者,ガス保守点検実施日,ガス設備備考,エレベーター有無,エレベーターメーカー,エレベーター年式,エレベーター保守会社,エレベーター保守実施日,エレベーター設備備考,空調設備_フロンガス点検業者,空調設備_点検実施日,空調設備_点検対象機器,空調設備_備考,照明設備_メーカー,照明設備_更新日,照明設備_保証期間,照明設備_備考,防犯カメラ管理業者,防犯カメラ年式,防犯カメラ備考,電子錠管理業者,電子錠年式,電子錠備考,防火管理者,消防訓練実施日,消防設備点検業者,消防設備点検実施日,防災実地訓練実施日,防災起動訓練実施日,防災備考,引き渡し図面備考,図面備考,外装_防水_施工日,外装_防水_施工会社,外装_防水_担当者,外装_防水_連絡先,外装_防水_備考,外装_防水_特記事項,外装_塗装_施工日,外装_塗装_施工会社,外装_塗装_担当者,外装_塗装_連絡先,外装_塗装_備考,外装_塗装_特記事項,内装リニューアル_リニューアル日,内装リニューアル_会社名,内装リニューアル_担当者,内装リニューアル_連絡先,内装リニューアル_特記事項,内装・意匠履歴_全データ,その他_改修工事履歴_全データ,その他契約書_会社名,その他契約書_契約書の種類,その他契約書_契約内容,その他契約書_自動更新の有無,その他契約書_自動更新詳細,その他契約書_契約開始日,その他契約書_契約終了日,その他契約書_金額,その他契約書_備考,給食契約書_会社名,給食契約書_契約書の種類,給食契約書_契約内容,給食契約書_自動更新の有無,給食契約書_契約開始日,給食契約書_契約終了日,給食契約書_金額,給食契約書_備考,駐車場契約書_会社名,駐車場契約書_契約書の種類,駐車場契約書_契約内容,駐車場契約書_自動更新の有無,駐車場契約書_契約開始日,駐車場契約書_契約終了日,駐車場契約書_金額,駐車場契約書_台数,駐車場契約書_備考
株式会社シダー,23701,"ラ・ナシカ くらしき",2371200701,,,,,,,,,,,,,,,,,,owned_rental,1923.85,581.93,42,109945199,188932,285545,"2024年4月1日 ～ 2027年4月1日",,3年,自社所有物件を第三者に賃貸。,,,,,,,,,,医療法人愛和会,042-7419,"151 Bridgette Flats Suite 202
Murielstad, NY 77920",△△センター,01-1685-7152,005-52-0876,facility@welfare.or.jp,https://www.welfare-group.or.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06,高橋塗装,高橋健一,,"Necessitatibus ipsa perspiciatis eligendi debitis provident nesciunt reprehenderit unde accusamus nemo perferendis temporibus earum.",,2024-03-21,,,616-851-2088,"Nihil esse voluptas ex ea labore iusto aliquid dolorem rerum quas error ut sed.",,2024-05-04,伊藤工業,,1-908-788-8175,,"[NO:1034|日付:2024-02-24|会社:|金額:368,105|内容:床材変更工事|担当:小林大輔|連絡先:+1.240.575.5148|備考:|特記事項:]","[NO:1038|日付:2025-10-08|会社:加藤住宅設備|金額:671,630|内容:壁紙張替え工事|担当:伊藤正男|連絡先:412.888.1763|備考:Minus voluptas minima et recusandae eius placeat officia magnam eum ipsum ut aut ratione harum est rem saepe sint.|特記事項:] / [NO:1036|日付:2025-09-26|会社:|金額:|内容:鉄部塗装工事|担当:田中花子|連絡先:|備考:Magnam ea nobis soluta reprehenderit qui itaque doloribus natus quia possimus quas voluptas quia.|特記事項:Omnis possimus omnis qui dolore fugiat unde et alias et.] / [NO:1039|日付:2024-07-17|会社:小林電設|金額:643,734|内容:壁面改修工事|担当:渡辺由美|連絡先:(747) 793-7469|備考:|特記事項:Reprehenderit similique et ut beatae architecto totam debitis aut voluptas vel atque.] / [NO:1037|日付:2024-03-14|会社:小林電設|金額:664,343|内容:外壁塗装工事|担当:加藤真理|連絡先:201.953.6274|備考:|特記事項:] / [NO:1035|日付:2023-12-09|会社:伊藤工業|金額:939,691|内容:配管工事|担当:|連絡先:+1.332.938.0216|備考:|特記事項:]"
株式会社シダー,23711,"ラ・ナシカ くにとみ",2371200711,,,,,,,,,,,,,,,,,,自社所有,2597.20,785.60,32,152904470,194634,,,,,自社所有物件として長期的な運営を予定。将来的な増築・改修計画あり。土地・建物の資産価値維持のため定期メンテナンス実施。近隣に公共交通機関あり、アクセス良好。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01,,,,,,2025-09-06,,,,,,,,,,,"[NO:1043|日付:2024-11-21|会社:|金額:|内容:内装リニューアル工事|担当:加藤真理|連絡先:(283) 995-8892|備考:Fugiat rerum dolor repudiandae dolore et voluptatum occaecati atque tenetur voluptates animi consequatur optio sit placeat reprehenderit.|特記事項:]","[NO:1047|日付:2025-01-13|会社:小林電設|金額:993,449|内容:壁紙張替え工事|担当:|連絡先:|備考:Rerum nemo qui eum minima harum atque sed rerum sed ut voluptatem tempora ratione vel rerum.|特記事項:Illum sapiente occaecati voluptas aut rerum qui illo cum impedit est itaque aperiam consequatur.] / [NO:1046|日付:2024-12-05|会社:|金額:|内容:外壁防水工事|担当:渡辺由美|連絡先:|備考:Ex sapiente quisquam et tenetur repudiandae qui vero accusamus rem cum sequi harum.|特記事項:Facere perspiciatis blanditiis asperiores sint quia omnis voluptatem.] / [NO:1044|日付:2024-10-20|会社:|金額:149,024|内容:鉄部塗装工事|担当:|連絡先:|備考:|特記事項:Omnis et voluptate aspernatur vitae eius aliquid culpa odio maxime quas.] / [NO:1048|日付:2024-08-16|会社:小林電設|金額:|内容:フロア改修工事|担当:山田太郎|連絡先:+16202957170|備考:|特記事項:At eveniet eum autem consequuntur minima exercitationem magni molestias quis unde dicta in.] / [NO:1045|日付:2024-04-05|会社:高橋塗装|金額:472,711|内容:防錆塗装工事|担当:田中花子|連絡先:|備考:|特記事項:Quaerat dolorum nihil voluptatem cum nesciunt maiores placeat.]"
株式会社シダー,24001,"ラ・ナシカ ふじまつ",2471200001,,,,,,,,,,,,,,,,,,自社所有,1547.90,468.21,35,41052185,87679,,,,,自社所有物件として長期的な運営を予定。バリアフリー対応済み。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-05,株式会社山田工務店,田中花子,701.341.0131,,,2024-02-18,株式会社山田工務店,山田太郎,,,"[NO:1052|日付:2024-01-16|会社:|金額:797,136|内容:鉄部塗装工事|担当:山田太郎|連絡先:|備考:|特記事項:Et vel modi iste facilis ut distinctio delectus provident.]","[NO:1055|日付:2024-11-28|会社:加藤住宅設備|金額:864,504|内容:給湯器交換|担当:小林大輔|連絡先:|備考:|特記事項:] / [NO:1056|日付:2024-07-15|会社:鈴木設備|金額:139,163|内容:壁紙張替え工事|担当:中村恵子|連絡先:(956) 613-3348|備考:|特記事項:] / [NO:1053|日付:2024-07-06|会社:|金額:|内容:照明設備更新|担当:加藤真理|連絡先:|備考:Ea quo facere et nihil eos porro vel eos eum quo dolorem maxime et autem aperiam.|特記事項:Ut ut nulla autem ut ea repudiandae fuga repellendus a quaerat optio praesentium.] / [NO:1057|日付:2024-06-04|会社:伊藤工業|金額:891,053|内容:照明器具交換|担当:|連絡先:213.327.8866|備考:Dicta quis cupiditate quis optio necessitatibus voluptates nam quia iure praesentium aliquid consequatur voluptatem cum.|特記事項:] / [NO:1054|日付:2024-04-22|会社:田中電気工事|金額:300,664|内容:天井改修工事|担当:田中花子|連絡先:773.267.9724|備考:|特記事項:]"
株式会社シダー,24002,"ラ・ナシカ こくら",2471200002,802-0072,2017-07-01,福岡県北九州市小倉北区東篠崎3-2-22,8,,,093-952-1155,,093-952-1225,60,0120-020-606,5,rh-kokura@cedar-web.com,5,https://www.cedar-group.co.jp/portal/facilities/detail---id-29.html,,,自社所有,1764.28,533.66,13,48356534,90613,,,,,自社所有物件として長期的な運営を予定。,,,,,,,,,,,,,,,,,,,自社,,,,600.00,181.50,,500000000000,2754820936.64,,500000000000,3000000,,,,,,,,,,,,,,,,株式会社,株式会社,2025-09-18,有,2025-09-18,有,"ああ, aa","2025, 2222",有,"株式会社, 株式会社","2222, 2020",ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ,株式会社,株式会社,2025-09-24,,,,,,,,,,,,,,,,,,,,,,テスト,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,テスト,2025-09-27,,,"(251) 765-9692",,,2025-03-13,渡辺リフォーム,鈴木美咲,+1-563-520-1638,,,,,,,,"[NO:1062|日付:2025-05-27|会社:田中電気工事|金額:|内容:水道管修理|担当:|連絡先:|備考:|特記事項:] / [NO:1063|日付:2024-11-16|会社:|金額:310,077|内容:屋根塗装工事|担当:佐藤次郎|連絡先:757-818-1228|備考:Deserunt qui consequuntur nam aut ratione doloribus ut nisi labore quo iusto labore cumque odit labore molestiae.|特記事項:]","[NO:436|日付:2026-05-28|会社:|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:435|日付:2026-04-28|会社:|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:434|日付:2026-03-28|会社:|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:433|日付:2026-02-28|会社:|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:432|日付:2026-01-30|会社:|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:206|日付:2025-09-01|会社:鈴木設備|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:1064|日付:2025-04-05|会社:佐藤建設|金額:520,205|内容:屋上防水工事|担当:|連絡先:|備考:Incidunt similique sed distinctio debitis nisi voluptatem ea voluptatibus nesciunt nisi.|特記事項:] / [NO:205|日付:2024-12-01|会社:|金額:|内容:修繕工事|担当:|連絡先:|備考:|特記事項:] / [NO:1066|日付:2024-06-21|会社:中村建築|金額:|内容:フロア改修工事|担当:小林大輔|連絡先:+1-650-679-4616|備考:|特記事項:] / [NO:1065|日付:2024-02-07|会社:|金額:403,846|内容:エアコン修理|担当:|連絡先:|備考:Vero vitae deleniti consequatur alias autem in modi quis doloremque consectetur.|特記事項:] / [NO:1067|日付:2023-12-31|会社:佐藤建設|金額:711,422|内容:外壁防水工事|担当:|連絡先:541-624-7613|備考:|特記事項:]"
株式会社シダー,24011,"ラ・ナシカ みとま",2471200011,,,,,,,,,,,,,,,,,,自社所有,2705.61,818.39,29,147270917,179952,,,,,自社所有物件として長期的な運営を予定。近隣に公共交通機関あり、アクセス良好。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-04,高橋塗装,田中花子,,,"Aspernatur animi cum enim exercitationem optio nam dolor ex numquam officiis facilis amet et.",2025-03-26,小林電設,渡辺由美,,,"[NO:1072|日付:2024-06-10|会社:|金額:868,339|内容:壁面改修工事|担当:|連絡先:|備考:|特記事項:]","[NO:1075|日付:2024-12-10|会社:加藤住宅設備|金額:580,792|内容:防錆塗装工事|担当:伊藤正男|連絡先:|備考:|特記事項:] / [NO:1074|日付:2024-11-10|会社:|金額:487,774|内容:地下防水工事|担当:田中花子|連絡先:|備考:|特記事項:Minima deserunt omnis laborum inventore perspiciatis doloribus.] / [NO:1073|日付:2024-02-02|会社:渡辺リフォーム|金額:241,296|内容:水道管修理|担当:小林大輔|連絡先:(845) 709-2258|備考:Labore consequatur eius atque est sit officia voluptatem perspiciatis mollitia dolorum quisquam autem.|特記事項:]"
株式会社シダー,24012,"ラ・ナシカ ちはや",2471200012,,,,,,,,,,,,,,,,,,owned_rental,2292.13,693.32,26,106667282,153850,240430,"2024年7月19日 ～ 2027年7月19日",,3年,自社所有物件を第三者に賃貸。周辺環境は住宅地で静穏。,,,,,,,,,,社会福祉法人みらい,514-9829,"6259 Krystal Plains
Stehrland, RI 26399-3988",○○ビル本社,09-85-3373,01-785-0372,admin@welfare.or.jp,https://www.senior-life.com,事業拡大に伴い、長期的な利用を前提とした契約を希望。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-30,,,,,,2025-07-23,高橋塗装,中村恵子,574-218-3370,,,2025-09-11,鈴木設備,,+1.650.819.2656,,"[NO:1079|日付:2025-10-09|会社:小林電設|金額:616,174|内容:フロア改修工事|担当:山田太郎|連絡先:+1.276.297.6690|備考:|特記事項:] / [NO:1081|日付:2023-12-19|会社:|金額:|内容:エアコン修理|担当:|連絡先:|備考:Ea ipsum ut quo quo hic aut sunt hic est.|特記事項:]","[NO:1085|日付:2024-09-04|会社:|金額:761,662|内容:水道管修理|担当:|連絡先:(559) 462-8049|備考:|特記事項:] / [NO:1083|日付:2024-08-06|会社:渡辺リフォーム|金額:|内容:照明器具交換|担当:|連絡先:+1 (757) 392-8946|備考:|特記事項:] / [NO:1082|日付:2024-07-01|会社:株式会社山田工務店|金額:891,273|内容:フロア改修工事|担当:中村恵子|連絡先:1-351-977-0991|備考:|特記事項:] / [NO:1084|日付:2024-02-20|会社:鈴木設備|金額:799,547|内容:屋上防水工事|担当:加藤真理|連絡先:|備考:Sit est architecto eos nemo voluptatem voluptatem minus ipsum distinctio provident alias quo incidunt placeat et officia fuga laboriosam hic.|特記事項:]"
株式会社シダー,24021,"ラ・ナシカ おとがな",2471200021,,,,,,,,,,,,,,,,,,自社所有,1871.58,566.12,28,63852675,112790,,,,,自社所有物件として長期的な運営を予定。将来的な増築・改修計画あり。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-31,,中村恵子,940.604.6043,,"Quidem illo aut tempora quisquam porro unde quaerat eos velit expedita quia porro at.",2024-03-20,,,,"Repellat nihil harum quo tenetur possimus laboriosam eos excepturi et molestiae ipsum sapiente occaecati et aut.",,2024-12-09,,伊藤正男,,,"[NO:1092|日付:2025-07-04|会社:加藤住宅設備|金額:854,111|内容:壁面改修工事|担当:|連絡先:810-294-4313|備考:|特記事項:]","[NO:1093|日付:2025-09-25|会社:小林電設|金額:|内容:給湯器交換|担当:|連絡先:|備考:Labore delectus soluta ut excepturi ut recusandae et corrupti voluptatum alias commodi totam consequuntur voluptatem laborum et.|特記事項:] / [NO:1095|日付:2025-07-20|会社:小林電設|金額:|内容:屋上防水工事|担当:|連絡先:+13217498959|備考:Odio molestiae iusto ducimus pariatur dicta dolor blanditiis quidem est voluptas assumenda omnis non facilis aspernatur ea adipisci totam voluptas laborum.|特記事項:Dolor impedit fuga ut fugit suscipit cupiditate corporis magni quis.] / [NO:1098|日付:2025-06-04|会社:小林電設|金額:|内容:屋根塗装工事|担当:高橋健一|連絡先:(513) 800-1247|備考:|特記事項:] / [NO:1094|日付:2025-05-03|会社:鈴木設備|金額:|内容:屋上防水工事|担当:|連絡先:|備考:|特記事項:Modi voluptas occaecati facilis et quo similique ea.] / [NO:1096|日付:2025-02-22|会社:田中電気工事|金額:729,442|内容:外壁防水工事|担当:鈴木美咲|連絡先:+1.928.817.4218|備考:|特記事項:Aliquam sunt nostrum non qui nostrum et tenetur.] / [NO:1097|日付:2024-07-10|会社:加藤住宅設備|金額:590,147|内容:ベランダ防水工事|担当:|連絡先:+1 (934) 388-1410|備考:|特記事項:]"
株式会社シダー,31301,"あおぞらの里 グループホーム小松川",3171200301,,,,,,,,,,,,,,,,,,賃貸,1420.26,429.60,14,,,249757,"2025年5月19日 ～ 2027年5月19日",,2年,賃貸契約による運営。賃料改定の可能性について定期的に協議。近隣に公共交通機関あり、アクセス良好。,野村不動産アーバンネット株式会社,732-8107,"59437 Aisha Stravenue Apt. 410Schambergertown, DE 57998",商業ビル4F,02-2726-7844,02-8538-6906,contact@real-estate.jp,,,"Mrs. Rae Harber V",587-0943,"77350 Harmony Pine Suite 592Katelynport, WY 07580-5392",戸建て住宅,,,bednar.jadon@example.com,https://www.oberbrunner.biz/et-impedit-et-sed-ut-eum,不動産投資の一環として複数物件を所有・運営。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-07,伊藤工業,加藤真理,,"Consectetur enim illo sed quibusdam est amet et quia beatae ut aut.",,2024-03-21,,加藤真理,+1-704-474-6751,"Voluptatem consequatur ad aperiam tempora recusandae et et sit vitae.",,2025-03-16,,佐藤次郎,1-989-333-6454,,,"[NO:1106|日付:2025-02-09|会社:加藤住宅設備|金額:|内容:配管工事|担当:伊藤正男|連絡先:+1 (678) 413-8010|備考:|特記事項:] / [NO:1104|日付:2025-01-03|会社:|金額:852,919|内容:天井改修工事|担当:|連絡先:|備考:|特記事項:] / [NO:1107|日付:2024-12-30|会社:|金額:|内容:屋上防水工事|担当:高橋健一|連絡先:+1-562-799-9649|備考:Magnam nobis aut fugit reiciendis ut et provident molestiae eum nisi quibusdam in et.|特記事項:] / [NO:1108|日付:2024-10-07|会社:佐藤建設|金額:|内容:屋上防水工事|担当:伊藤正男|連絡先:1-603-224-5274|備考:|特記事項:] / [NO:1109|日付:2023-12-19|会社:株式会社山田工務店|金額:306,569|内容:エアコン修理|担当:|連絡先:1-828-617-9825|備考:Quasi similique sit officiis sint voluptatem ratione consequatur vero voluptatibus temporibus quo vitae quaerat sit illum nobis ut.|特記事項:] / [NO:1105|日付:2023-11-21|会社:中村建築|金額:815,123|内容:照明設備更新|担当:鈴木美咲|連絡先:|備考:|特記事項:Quis aut debitis pariatur qui dolor omnis sit voluptates dolorem ullam molestias veniam.]"
株式会社シダー,34001,"あおぞらの里 グループホーム黒崎",3471200001,,,,,,,,,,,,,,,,,,賃貸,1824.40,551.85,27,,,226783,"2025年7月25日 ～ 2028年7月25日",,3年,賃貸契約による運営。近隣に公共交通機関あり、アクセス良好。バリアフリー対応済み。,株式会社長谷工リアルエステート,196-2141,"74288 Walker Circle Suite 820
Port Iva, TN 28822-9664",△△タワー12階,05-72-9097,03-7141-4159,info@management.com,https://www.property-management.co.jp,入居者対応、契約更新手続き等も含めた総合管理サービス。,"Dr. Unique Vandervort",968-5193,"17531 Sigrid Path Apt. 296
North Domenickstad, WA 74306-3698",アパート△△,0047-693-9058,042-5568-4742,monahan.elise@example.org,,長期保有を前提とした安定的な賃貸経営を志向。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-25,株式会社山田工務店,,,,"Ea pariatur molestias quo illo tenetur qui tempora asperiores eos perferendis consequuntur est reiciendis.",2025-06-04,株式会社山田工務店,田中花子,,,,2024-08-22,,加藤真理,858-385-6414,"Itaque impedit voluptas perspiciatis et vel aut reiciendis aliquam.","[NO:1114|日付:2025-08-04|会社:|金額:244,690|内容:エアコン修理|担当:中村恵子|連絡先:(512) 345-4336|備考:|特記事項:]","[NO:1120|日付:2025-10-07|会社:|金額:|内容:電気設備点検|担当:|連絡先:(954) 875-3678|備考:|特記事項:Consequatur sed dolores aut quidem numquam minus doloremque quam est aperiam expedita quia sequi.] / [NO:1115|日付:2025-02-09|会社:株式会社山田工務店|金額:|内容:換気扇清掃|担当:山田太郎|連絡先:+1.540.933.0043|備考:Dolorem praesentium voluptatum qui non est est et corporis non voluptatem itaque.|特記事項:] / [NO:1117|日付:2024-11-18|会社:加藤住宅設備|金額:|内容:ベランダ防水工事|担当:山田太郎|連絡先:361-757-6723|備考:|特記事項:] / [NO:1118|日付:2024-01-04|会社:鈴木設備|金額:958,781|内容:屋上防水工事|担当:|連絡先:|備考:Et quia animi omnis ut aliquam sequi et nesciunt aut iste deserunt officia aspernatur veritatis omnis adipisci commodi distinctio reiciendis.|特記事項:Pariatur et incidunt non amet officia quia quia fugiat laudantium.] / [NO:1119|日付:2023-11-10|会社:高橋塗装|金額:691,714|内容:屋上防水工事|担当:|連絡先:763-401-4299|備考:Neque qui facilis consequuntur pariatur est culpa rerum vitae totam.|特記事項:] / [NO:1116|日付:2023-10-13|会社:|金額:665,803|内容:天井改修工事|担当:|連絡先:763-965-7866|備考:Quam modi ipsum id omnis dicta illo aut commodi autem nam laudantium modi.|特記事項:Quia impedit nobis accusamus possimus aut recusandae.]"
株式会社シダー,43901,"あおぞらの里 下関訪問看護ステーション",4371200901,,,,,,,,,,,,,,,,,,owned_rental,1548.87,468.50,37,70963227,151469,230588,"2024年11月6日 ～ 2026年11月6日",,2年,自社所有物件を第三者に賃貸。災害時の避難経路確保済み。バリアフリー対応済み。,,,,,,,,,,株式会社ライフケアサービス,881-8170,"631 Pamela Courts Apt. 009
Thaddeushaven, WI 35533-8179",△△センター,0560-8686-8166,037-125-3701,facility@senior-care.com,https://www.senior-life.com,医療・介護事業を主力とする安定した事業基盤を持つ企業。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-03,高橋塗装,,,,,2024-01-19,,小林大輔,,,"Omnis at doloribus ut est alias quia et repellendus et maiores quisquam et.",2024-09-24,,山田太郎,857-981-5948,,[NO:1126|日付:2023-11-14|会社:渡辺リフォーム|金額:|内容:換気扇清掃|担当:|連絡先:830.512.4105|備考:|特記事項:],"[NO:1127|日付:2025-10-04|会社:佐藤建設|金額:|内容:換気扇清掃|担当:渡辺由美|連絡先:+1.805.598.3790|備考:|特記事項:] / [NO:1130|日付:2025-03-27|会社:小林電設|金額:|内容:壁面改修工事|担当:|連絡先:|備考:|特記事項:Sunt illo praesentium dignissimos quia eligendi asperiores ut quisquam facere totam veniam.] / [NO:1129|日付:2024-07-19|会社:鈴木設備|金額:|内容:配管工事|担当:佐藤次郎|連絡先:|備考:|特記事項:] / [NO:1128|日付:2023-12-20|会社:|金額:|内容:屋根塗装工事|担当:|連絡先:646.909.6452|備考:|特記事項:]"
株式会社シダー,44001,"あおぞらの里 小文字訪問看護ステ－ション",4471200001,,,,,,,,,,,,,,,,,,自社所有,1858.34,562.11,18,109085315,194064,,,,,自社所有物件として長期的な運営を予定。将来的な増築・改修計画あり。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06,,山田太郎,,,,2024-02-20,鈴木設備,小林大輔,1-346-595-2517,"Ut est non ut repellat numquam perferendis dolorem modi non laboriosam aut autem repellat voluptas excepturi incidunt ipsa.","Consequatur totam excepturi reiciendis ut magni nulla.",,,,,,"[NO:1133|日付:2025-04-30|会社:|金額:106,514|内容:鉄部塗装工事|担当:|連絡先:878.692.8164|備考:|特記事項:Et debitis in quia asperiores accusamus explicabo quia.]","[NO:1135|日付:2025-06-01|会社:|金額:802,010|内容:床材変更工事|担当:|連絡先:|備考:Nesciunt officiis cum occaecati quia excepturi nostrum non quia voluptatem esse praesentium aspernatur accusantium autem voluptatibus modi ipsam.|特記事項:] / [NO:1139|日付:2024-12-28|会社:小林電設|金額:|内容:屋根塗装工事|担当:中村恵子|連絡先:|備考:Laudantium qui ut veritatis eum ducimus expedita tempore expedita ullam laboriosam.|特記事項:] / [NO:1136|日付:2024-09-13|会社:|金額:543,488|内容:エアコン修理|担当:|連絡先:|備考:|特記事項:] / [NO:1138|日付:2024-09-10|会社:|金額:97,670|内容:屋上防水工事|担当:小林大輔|連絡先:|備考:|特記事項:Omnis fugiat dolorum facere suscipit dolor hic distinctio facilis.] / [NO:1137|日付:2024-04-04|会社:株式会社山田工務店|金額:203,654|内容:地下防水工事|担当:佐藤次郎|連絡先:(405) 772-7758|備考:|特記事項:] / [NO:1134|日付:2023-10-25|会社:加藤住宅設備|金額:915,621|内容:フロア改修工事|担当:加藤真理|連絡先:(331) 239-4233|備考:|特記事項:Et in vel porro non aut reprehenderit deserunt explicabo nobis.]"
